date,product,category,quantity,sales,region
2031-10-07,TV,Books,12,5349,South
2031-10-08,Laptop,Electronics,6,7800,North
2031-10-09,TV,Fashion,12,1884,East
2031-10-10,Headphones,Fashion,11,7302,West
2031-10-11,Tablet,Home,4,7634,North
2031-10-12,Tablet,Electronics,2,3007,South
2031-10-13,TV,Electronics,10,775,North
2031-10-14,Headphones,Home,18,8465,East
2031-10-15,Tablet,Electronics,12,3460,South
2031-10-16,Phone,Fashion,5,5518,South
2031-10-17,Laptop,Fashion,1,8141,West
2031-10-18,TV,Home,12,8556,East
2031-10-19,TV,Fashion,14,1776,North
2031-10-20,Laptop,Home,15,5132,South
2031-10-21,Headphones,Books,10,3439,North
2031-10-22,TV,Books,10,8143,North
2031-10-23,Headphones,Home,11,7251,West
2031-10-24,TV,Electronics,5,2863,North
2031-10-25,Tablet,Electronics,4,8308,East
2031-10-26,TV,Fashion,18,1488,South
2031-10-27,TV,Home,8,9751,South
2031-10-28,TV,Fashion,14,4500,West
2031-10-29,Tablet,Home,12,2724,South
2031-10-30,Headphones,Electronics,7,4983,West
2031-10-31,Headphones,Fashion,7,7326,East
2031-11-01,Phone,Electronics,6,9509,South
2031-11-02,Laptop,Fashion,18,9198,North
2031-11-03,Headphones,Home,11,5870,South
2031-11-04,Headphones,Electronics,17,7311,West
2031-11-05,Tablet,Fashion,13,6001,West
2031-11-06,Headphones,Fashion,8,6588,North
2031-11-07,Phone,Fashion,11,8609,West
2031-11-08,TV,Electronics,15,1995,North
2031-11-09,Phone,Electronics,8,3319,East
2031-11-10,Phone,Home,8,2934,North
2031-11-11,Tablet,Electronics,19,7176,West
2031-11-12,Laptop,Home,5,3276,South
2031-11-13,Tablet,Home,4,3340,North
2031-11-14,Headphones,Books,18,5410,West
2031-11-15,Headphones,Fashion,13,3606,East
2031-11-16,Tablet,Home,15,2571,North
2031-11-17,TV,Home,4,7743,West
2031-11-18,Tablet,Books,8,5610,North
2031-11-19,Laptop,Electronics,3,7713,South
2031-11-20,TV,Electronics,5,7708,East
2031-11-21,Headphones,Fashion,1,433,North
2031-11-22,Laptop,Electronics,8,7661,South
2031-11-23,Tablet,Fashion,18,3938,East
2031-11-24,Phone,Home,14,9022,North
2031-11-25,Tablet,Electronics,2,4309,North
2031-11-26,Phone,Electronics,6,9675,West
2031-11-27,Laptop,Electronics,4,4189,West
2031-11-28,Phone,Electronics,2,4776,North
2031-11-29,Phone,Home,13,4892,North
2031-11-30,Tablet,Home,19,5063,North
2031-12-01,Laptop,Fashion,10,3654,North
2031-12-02,TV,Home,2,2914,North
2031-12-03,Tablet,Home,8,9951,North
2031-12-04,TV,Home,8,7506,South
2031-12-05,Laptop,Electronics,18,4420,West
2031-12-06,Laptop,Fashion,2,5629,South
2031-12-07,Headphones,Electronics,18,5900,East
2031-12-08,TV,Electronics,14,3384,North
2031-12-09,Headphones,Books,6,7561,North
2031-12-10,Laptop,Home,18,9163,West
2031-12-11,Headphones,Books,9,5339,East
2031-12-12,Tablet,Books,11,9444,South
2031-12-13,Phone,Electronics,16,8623,West
2031-12-14,Tablet,Fashion,1,9411,East
2031-12-15,TV,Electronics,13,5863,South
2031-12-16,TV,Home,14,7895,West
2031-12-17,Laptop,Home,8,2471,East
2031-12-18,TV,Home,4,4914,North
2031-12-19,TV,Electronics,9,3549,South
2031-12-20,TV,Fashion,4,1158,West
2031-12-21,TV,Electronics,14,4090,South
2031-12-22,Laptop,Home,2,9348,East
2031-12-23,Tablet,Electronics,2,323,North
2031-12-24,TV,Books,1,9956,North
2031-12-25,Laptop,Fashion,13,2888,South
2031-12-26,TV,Home,12,7195,North
2031-12-27,Headphones,Books,6,1509,East
2031-12-28,Laptop,Books,3,6287,West
2031-12-29,Phone,Books,13,5883,North
2031-12-30,Phone,Books,1,1605,South
2031-12-31,Headphones,Fashion,1,477,West
2032-01-01,Headphones,Electronics,18,4521,North
2032-01-02,Laptop,Electronics,5,4817,West
2032-01-03,Headphones,Books,1,4683,South
2032-01-04,Phone,Electronics,8,6728,North
2032-01-05,Headphones,Electronics,15,9833,East
2032-01-06,Laptop,Fashion,18,1314,North
2032-01-07,Headphones,Books,16,8631,North
2032-01-08,Tablet,Fashion,17,4365,South
2032-01-09,Tablet,Home,14,6676,West
2032-01-10,TV,Home,19,4838,East
2032-01-11,TV,Books,5,7018,West
2032-01-12,Headphones,Books,9,803,South
2032-01-13,TV,Electronics,18,3348,South
2032-01-14,TV,Fashion,18,386,West
2032-01-15,TV,Electronics,2,2694,North
2032-01-16,Tablet,Books,17,6470,North
2032-01-17,Tablet,Books,3,7926,South
2032-01-18,Tablet,Electronics,7,9056,North
2032-01-19,TV,Fashion,15,8063,South
2032-01-20,Headphones,Electronics,9,5492,South
2032-01-21,TV,Books,16,2229,West
2032-01-22,Headphones,Electronics,8,488,North
2032-01-23,TV,Fashion,4,1620,East
2032-01-24,Headphones,Home,19,7450,East
2032-01-25,Headphones,Home,18,2394,South
2032-01-26,TV,Home,19,9253,South
2032-01-27,Phone,Home,17,8312,South
2032-01-28,Headphones,Fashion,13,1896,West
2032-01-29,Tablet,Fashion,15,4195,North
2032-01-30,Laptop,Fashion,7,8985,South
2032-01-31,Laptop,Books,2,6066,East
2032-02-01,TV,Books,2,2801,West
2032-02-02,Phone,Home,1,8023,North
2032-02-03,Headphones,Electronics,10,7932,North
2032-02-04,Headphones,Books,8,2874,South
2032-02-05,Laptop,Home,13,6475,South
2032-02-06,Headphones,Home,9,6256,West
2032-02-07,Headphones,Electronics,1,1752,South
2032-02-08,Laptop,Electronics,12,931,South
2032-02-09,Phone,Fashion,9,5719,West
2032-02-10,Laptop,Electronics,4,805,East
2032-02-11,Headphones,Electronics,7,3458,North
2032-02-12,Headphones,Electronics,18,4522,South
2032-02-13,TV,Home,14,1900,East
2032-02-14,Laptop,Home,5,4827,West
2032-02-15,Headphones,Home,7,6061,North
2032-02-16,Tablet,Books,1,6580,South
2032-02-17,Laptop,Books,18,732,North
2032-02-18,TV,Fashion,6,357,North
2032-02-19,Phone,Home,13,9812,West
2032-02-20,TV,Books,9,5079,North
2032-02-21,TV,Books,6,823,North
2032-02-22,Phone,Books,5,1890,East
2032-02-23,Phone,Home,12,9332,North
2032-02-24,Laptop,Fashion,7,904,East
2032-02-25,TV,Books,19,3754,East
2032-02-26,TV,Fashion,7,4989,West
2032-02-27,Headphones,Electronics,18,7193,South
2032-02-28,Phone,Electronics,1,3733,North
2032-02-29,TV,Fashion,12,8452,South
2032-03-01,Headphones,Electronics,9,1155,West
2032-03-02,Laptop,Fashion,19,7281,East
2032-03-03,Phone,Fashion,14,1444,North
2032-03-04,TV,Books,16,5496,North
2032-03-05,Headphones,Electronics,19,6879,South
2032-03-06,Phone,Fashion,1,6090,South
2032-03-07,Laptop,Home,2,299,North
2032-03-08,Headphones,Fashion,8,6000,South
2032-03-09,Headphones,Electronics,3,2865,South
2032-03-10,Tablet,Books,7,4024,South
2032-03-11,Laptop,Home,4,7193,North
2032-03-12,Tablet,Fashion,13,7556,West
2032-03-13,Tablet,Books,7,3700,North
2032-03-14,Headphones,Books,19,9103,East
2032-03-15,TV,Fashion,9,4687,North
2032-03-16,Headphones,Home,14,4523,East
2032-03-17,Phone,Home,17,1225,North
2032-03-18,Tablet,Home,6,9674,South
2032-03-19,Phone,Books,2,9587,South
2032-03-20,Tablet,Home,15,6520,West
2032-03-21,Laptop,Books,7,6836,South
2032-03-22,Laptop,Books,1,7004,East
2032-03-23,TV,Electronics,7,164,East
2032-03-24,Headphones,Books,16,9851,East
2032-03-25,Tablet,Home,5,3178,South
2032-03-26,Laptop,Fashion,10,3538,South
2032-03-27,Headphones,Fashion,3,6075,South
2032-03-28,Headphones,Electronics,6,3777,North
2032-03-29,Tablet,Books,1,1857,South
2032-03-30,Tablet,Home,3,443,South
2032-03-31,Phone,Books,18,5510,East
2032-04-01,Tablet,Books,18,7263,West
2032-04-02,Laptop,Electronics,10,6209,West
2032-04-03,TV,Electronics,14,9551,South
2032-04-04,Phone,Electronics,14,1544,South
2032-04-05,Phone,Home,3,4579,North
2032-04-06,Tablet,Electronics,6,9450,East
2032-04-07,Tablet,Fashion,2,309,West
2032-04-08,Headphones,Books,6,5055,North
2032-04-09,Headphones,Home,18,1245,North
2032-04-10,TV,Fashion,5,7274,North
2032-04-11,Headphones,Books,7,8380,South
2032-04-12,Phone,Fashion,18,8685,South
2032-04-13,TV,Electronics,6,222,North
2032-04-14,Headphones,Electronics,6,9445,West
2032-04-15,Headphones,Fashion,14,3563,North
2032-04-16,TV,Books,5,8408,North
2032-04-17,Laptop,Fashion,3,9858,North
2032-04-18,Phone,Fashion,17,8390,East
2032-04-19,Phone,Books,11,1315,East
2032-04-20,Laptop,Books,5,5154,South
2032-04-21,Laptop,Home,11,9467,North
2032-04-22,Headphones,Home,3,7880,South
2032-04-23,Laptop,Home,16,3690,South
2032-04-24,Phone,Books,1,4056,North
2032-04-25,TV,Books,16,1670,East
2032-04-26,Headphones,Home,7,8618,West
2032-04-27,Headphones,Fashion,10,6140,East
2032-04-28,Phone,Electronics,2,7847,North
2032-04-29,TV,Home,13,7071,West
2032-04-30,Headphones,Home,9,3328,North
2032-05-01,Tablet,Home,13,488,West
2032-05-02,Tablet,Home,18,4233,South
2032-05-03,Tablet,Books,3,1293,South
2032-05-04,Laptop,Books,6,8456,North
2032-05-05,Headphones,Electronics,8,5495,North
2032-05-06,TV,Books,11,6989,West
2032-05-07,Phone,Electronics,5,1572,North
2032-05-08,Laptop,Books,13,6492,South
2032-05-09,TV,Books,15,6168,East
2032-05-10,Laptop,Home,6,8622,South
2032-05-11,Headphones,Fashion,10,2569,East
2032-05-12,Phone,Electronics,19,3396,East
2032-05-13,Phone,Books,7,8215,East
2032-05-14,Tablet,Fashion,10,1966,West
2032-05-15,Headphones,Fashion,13,4468,South
2032-05-16,TV,Books,2,8293,West
2032-05-17,Headphones,Home,13,5646,South
2032-05-18,Headphones,Electronics,2,4083,West
2032-05-19,Laptop,Home,19,4008,North
2032-05-20,Tablet,Electronics,13,8447,South
2032-05-21,Tablet,Home,12,4581,South
2032-05-22,TV,Home,19,3749,East
2032-05-23,Headphones,Fashion,3,2515,North
2032-05-24,TV,Electronics,4,1071,West
2032-05-25,Tablet,Home,12,2205,South
2032-05-26,Laptop,Fashion,3,7572,West
2032-05-27,Headphones,Books,8,6213,North
2032-05-28,Tablet,Fashion,11,1504,North
2032-05-29,Headphones,Books,6,9302,East
2032-05-30,Headphones,Books,6,5131,East
2032-05-31,TV,Fashion,8,5543,East
2032-06-01,TV,Books,12,8269,North
2032-06-02,Tablet,Books,17,9910,South
2032-06-03,Phone,Electronics,18,731,North
2032-06-04,Phone,Fashion,3,6888,South
2032-06-05,Laptop,Electronics,12,1928,East
2032-06-06,Phone,Fashion,2,4682,North
2032-06-07,Laptop,Fashion,14,9856,East
2032-06-08,Tablet,Books,13,3243,South
2032-06-09,Phone,Books,1,1809,West
2032-06-10,Headphones,Home,10,505,South
2032-06-11,TV,Home,8,2925,South
2032-06-12,Laptop,Home,3,6550,South
2032-06-13,Phone,Books,11,6052,West
2032-06-14,TV,Fashion,6,8894,West
2032-06-15,Laptop,Electronics,4,2982,West
2032-06-16,Phone,Home,19,1611,North
2032-06-17,Laptop,Home,14,7204,North
2032-06-18,TV,Fashion,8,7691,North
2032-06-19,Headphones,Books,9,7620,West
2032-06-20,Tablet,Home,9,4085,South
2032-06-21,Tablet,Electronics,12,8531,East
2032-06-22,TV,Home,12,2498,West
2032-06-23,Laptop,Electronics,6,9546,North
2032-06-24,Tablet,Electronics,10,9519,South
2032-06-25,TV,Home,11,3319,East
2032-06-26,Phone,Home,15,9607,East
2032-06-27,TV,Home,8,815,East
2032-06-28,Phone,Home,4,5328,East
2032-06-29,Phone,Electronics,2,1883,North
2032-06-30,Laptop,Books,11,5786,North
2032-07-01,Laptop,Electronics,17,166,South
2032-07-02,Laptop,Fashion,15,222,South
2032-07-03,TV,Fashion,14,9478,East
2032-07-04,Phone,Home,13,8621,North
2032-07-05,Headphones,Electronics,13,3559,West
2032-07-06,Laptop,Home,2,5326,North
2032-07-07,Laptop,Books,3,574,North
2032-07-08,Phone,Home,17,7404,North
2032-07-09,Tablet,Home,7,2029,South
2032-07-10,Laptop,Books,15,2353,East
2032-07-11,Laptop,Electronics,16,7380,East
2032-07-12,Laptop,Fashion,8,2802,North
2032-07-13,Laptop,Fashion,9,7508,South
2032-07-14,Phone,Fashion,19,8419,West
2032-07-15,Tablet,Fashion,2,930,West
2032-07-16,TV,Electronics,6,4124,South
2032-07-17,Headphones,Home,4,7578,South
2032-07-18,Headphones,Books,5,4212,West
2032-07-19,Tablet,Home,16,687,North
2032-07-20,Tablet,Home,17,7925,West
2032-07-21,Laptop,Electronics,16,428,North
2032-07-22,Tablet,Home,2,3663,North
2032-07-23,Tablet,Fashion,13,1422,South
2032-07-24,Laptop,Books,1,792,East
2032-07-25,TV,Home,10,3103,West
2032-07-26,Headphones,Electronics,2,961,West
2032-07-27,Phone,Electronics,6,9884,South
2032-07-28,Phone,Home,4,3963,North
2032-07-29,TV,Books,2,5345,West
2032-07-30,Tablet,Home,9,117,South
2032-07-31,Laptop,Electronics,8,3374,South
2032-08-01,Laptop,Electronics,9,8228,East
2032-08-02,Phone,Books,1,6145,North
2032-08-03,Headphones,Electronics,13,6364,East
2032-08-04,Phone,Electronics,17,9528,West
2032-08-05,Laptop,Books,1,5739,South
2032-08-06,TV,Electronics,15,6775,South
2032-08-07,Phone,Fashion,11,1329,West
2032-08-08,Phone,Home,10,4027,West
2032-08-09,Headphones,Electronics,3,7973,South
2032-08-10,Laptop,Fashion,9,1943,East
2032-08-11,Laptop,Books,16,4854,North
2032-08-12,Phone,Electronics,8,1995,South
2032-08-13,Laptop,Fashion,16,6914,West
2032-08-14,Phone,Fashion,7,3394,South
2032-08-15,Tablet,Books,15,745,West
2032-08-16,TV,Electronics,17,2393,West
2032-08-17,Phone,Fashion,1,9574,North
2032-08-18,Laptop,Home,19,3637,North
2032-08-19,Laptop,Electronics,13,6137,East
2032-08-20,Tablet,Fashion,10,9633,East
2032-08-21,Phone,Electronics,2,3442,West
2032-08-22,Tablet,Home,10,8836,East
2032-08-23,TV,Fashion,15,1975,South
2032-08-24,TV,Home,4,1240,North
2032-08-25,Laptop,Fashion,15,1796,East
2032-08-26,Headphones,Electronics,5,1088,North
2032-08-27,TV,Electronics,17,8817,East
2032-08-28,Headphones,Fashion,7,3570,South
2032-08-29,Laptop,Electronics,19,933,West
2032-08-30,TV,Fashion,3,8300,North
2032-08-31,Headphones,Electronics,1,9531,West
2032-09-01,Tablet,Fashion,1,2874,North
2032-09-02,Laptop,Home,17,8154,East
2032-09-03,Phone,Electronics,4,8501,North
2032-09-04,Tablet,Home,2,6454,North
2032-09-05,Tablet,Home,17,8181,North
2032-09-06,Headphones,Electronics,8,5144,North
2032-09-07,Laptop,Home,1,2995,South
2032-09-08,Tablet,Books,4,266,North
2032-09-09,Phone,Home,10,9605,South
2032-09-10,Phone,Books,17,7608,South
2032-09-11,Laptop,Home,2,7894,West
2032-09-12,Tablet,Fashion,11,3048,East
2032-09-13,Laptop,Home,18,7113,South
2032-09-14,Laptop,Home,5,2417,South
2032-09-15,Tablet,Electronics,16,8357,South
2032-09-16,Headphones,Electronics,10,131,North
2032-09-17,Tablet,Electronics,1,6075,North
2032-09-18,Laptop,Fashion,12,4790,North
2032-09-19,Laptop,Electronics,12,5796,West
2032-09-20,Headphones,Home,19,9297,East
2032-09-21,Phone,Electronics,12,9014,North
2032-09-22,TV,Electronics,9,1872,South
2032-09-23,Tablet,Fashion,16,3981,East
2032-09-24,Tablet,Electronics,1,3419,South
2032-09-25,Tablet,Home,11,8836,South
2032-09-26,TV,Home,6,3899,East
2032-09-27,TV,Fashion,9,3956,East
2032-09-28,Headphones,Books,8,823,North
2032-09-29,Phone,Home,1,4416,South
2032-09-30,Headphones,Fashion,8,4365,North
2032-10-01,Tablet,Fashion,9,8430,North
2032-10-02,Laptop,Electronics,14,7818,West
2032-10-03,TV,Home,12,1278,North
2032-10-04,Laptop,Electronics,5,6795,East
2032-10-05,Laptop,Electronics,12,1928,West
2032-10-06,Phone,Electronics,5,393,West
2032-10-07,Phone,Fashion,11,643,South
2032-10-08,Phone,Books,6,9992,North
2032-10-09,Laptop,Electronics,14,1977,South
2032-10-10,Headphones,Home,16,2134,East
2032-10-11,Phone,Books,16,4452,East
2032-10-12,Laptop,Fashion,2,9126,North
2032-10-13,TV,Electronics,3,4382,East
2032-10-14,Tablet,Home,19,322,South
2032-10-15,Laptop,Home,7,4102,North
2032-10-16,TV,Books,1,682,North
2032-10-17,Tablet,Home,15,3483,South
2032-10-18,Headphones,Fashion,15,657,West
2032-10-19,Tablet,Home,17,9305,East
2032-10-20,TV,Home,17,103,West
2032-10-21,Phone,Books,11,4347,West
2032-10-22,Laptop,Electronics,2,9935,East
2032-10-23,Laptop,Books,3,8357,West
2032-10-24,Phone,Home,4,4065,South
2032-10-25,Phone,Fashion,3,5328,North
2032-10-26,Tablet,Electronics,11,4076,North
2032-10-27,Tablet,Electronics,13,208,North
2032-10-28,Phone,Home,5,9501,East
2032-10-29,Phone,Home,10,7984,West
2032-10-30,Laptop,Fashion,6,858,South
2032-10-31,Laptop,Books,19,3113,West
2032-11-01,Tablet,Fashion,11,5381,West
2032-11-02,Headphones,Fashion,12,8313,East
2032-11-03,TV,Electronics,1,438,South
2032-11-04,Headphones,Fashion,1,3008,North
2032-11-05,TV,Books,17,4975,South
2032-11-06,Tablet,Books,18,8251,South
2032-11-07,Laptop,Home,8,4548,East
2032-11-08,TV,Electronics,15,2965,North
2032-11-09,TV,Electronics,14,536,East
2032-11-10,Tablet,Books,19,1737,East
2032-11-11,Headphones,Electronics,13,1927,North
2032-11-12,Tablet,Books,15,7136,North
2032-11-13,Tablet,Home,10,5090,West
2032-11-14,Headphones,Electronics,1,773,North
2032-11-15,Headphones,Home,6,2471,East
2032-11-16,Tablet,Books,7,777,North
2032-11-17,Tablet,Fashion,14,450,North
2032-11-18,Laptop,Books,5,2853,West
2032-11-19,TV,Books,8,6654,East
2032-11-20,Tablet,Books,12,489,East
2032-11-21,Headphones,Home,14,2188,West
2032-11-22,TV,Home,16,2359,East
2032-11-23,Laptop,Books,9,6531,North
2032-11-24,TV,Home,12,1266,South
2032-11-25,TV,Electronics,3,8644,East
2032-11-26,Headphones,Home,17,5563,East
2032-11-27,Tablet,Books,2,7192,East
2032-11-28,Headphones,Fashion,5,3890,East
2032-11-29,Headphones,Home,13,6423,North
2032-11-30,Phone,Books,2,4392,South
2032-12-01,Tablet,Home,19,2304,North
2032-12-02,Phone,Fashion,19,8041,South
2032-12-03,Phone,Fashion,13,974,North
2032-12-04,Laptop,Home,18,9711,West
2032-12-05,Headphones,Books,11,9556,West
2032-12-06,Phone,Electronics,11,4007,North
2032-12-07,Laptop,Fashion,14,8192,South
2032-12-08,Tablet,Electronics,16,1146,West
2032-12-09,Laptop,Fashion,1,1565,East
2032-12-10,Tablet,Fashion,19,2421,North
2032-12-11,Headphones,Books,18,4295,South
2032-12-12,TV,Fashion,12,7449,East
2032-12-13,Headphones,Electronics,10,6174,North
2032-12-14,Laptop,Books,18,5828,South
2032-12-15,Tablet,Books,6,6597,East
2032-12-16,Laptop,Home,15,2549,East
2032-12-17,Phone,Electronics,19,1914,East
2032-12-18,Phone,Fashion,5,2409,West
2032-12-19,Laptop,Books,7,907,North
2032-12-20,Headphones,Fashion,9,7485,West
2032-12-21,TV,Books,15,8845,West
2032-12-22,Laptop,Home,9,7624,West
2032-12-23,Phone,Fashion,7,1501,North
2032-12-24,Laptop,Books,3,1368,East
2032-12-25,TV,Fashion,8,7772,South
2032-12-26,Laptop,Electronics,4,2127,West
2032-12-27,Laptop,Electronics,2,5579,North
2032-12-28,Tablet,Home,2,9540,South
2032-12-29,Phone,Books,10,6910,North
2032-12-30,Phone,Books,9,6728,West
2032-12-31,Phone,Home,18,615,North
2033-01-01,Headphones,Electronics,8,790,North
2033-01-02,Laptop,Electronics,18,5749,West
2033-01-03,Phone,Books,2,3142,North
2033-01-04,Laptop,Home,16,4578,West
2033-01-05,Phone,Electronics,19,3011,West
2033-01-06,Headphones,Fashion,3,811,West
2033-01-07,Laptop,Books,17,5911,East
2033-01-08,TV,Home,16,4877,South
2033-01-09,Laptop,Books,1,6299,East
2033-01-10,Tablet,Electronics,14,288,North
2033-01-11,Tablet,Electronics,7,338,North
2033-01-12,Headphones,Electronics,14,1175,West
2033-01-13,Headphones,Electronics,7,1856,West
2033-01-14,Laptop,Books,6,4534,North
2033-01-15,Tablet,Books,5,9215,North
2033-01-16,Headphones,Electronics,1,3423,South
2033-01-17,Laptop,Home,4,7801,West
2033-01-18,Laptop,Home,3,2422,North
2033-01-19,Tablet,Fashion,16,4093,East
2033-01-20,Tablet,Fashion,13,8169,South
2033-01-21,Laptop,Fashion,6,5991,East
2033-01-22,Tablet,Books,10,1006,North
2033-01-23,Tablet,Home,5,4765,North
2033-01-24,Headphones,Electronics,17,2747,South
2033-01-25,Tablet,Electronics,12,9156,North
2033-01-26,Tablet,Books,9,7646,East
2033-01-27,Laptop,Home,19,3766,South
2033-01-28,TV,Books,15,7144,North
2033-01-29,Headphones,Fashion,9,5790,South
2033-01-30,Tablet,Books,5,9247,East
2033-01-31,Headphones,Home,1,6617,West
2033-02-01,Tablet,Electronics,12,4655,South
2033-02-02,Laptop,Fashion,15,3005,West
2033-02-03,TV,Electronics,7,6105,North
2033-02-04,Phone,Home,17,9242,West
2033-02-05,Headphones,Fashion,17,7778,North
2033-02-06,Tablet,Fashion,8,8712,East
2033-02-07,Phone,Home,18,8083,West
2033-02-08,Phone,Fashion,6,4712,East
2033-02-09,Tablet,Books,19,5146,West
2033-02-10,Tablet,Home,7,7720,East
2033-02-11,TV,Books,15,6936,South
2033-02-12,Phone,Books,16,3180,West
2033-02-13,Tablet,Electronics,5,6036,East
2033-02-14,Tablet,Fashion,18,7660,North
2033-02-15,Tablet,Electronics,1,8995,East
2033-02-16,Tablet,Fashion,16,734,West
2033-02-17,Phone,Electronics,11,9064,West
2033-02-18,Tablet,Home,14,3023,West
2033-02-19,Tablet,Fashion,17,4250,South
2033-02-20,Laptop,Fashion,19,8313,East
2033-02-21,Headphones,Home,11,4763,West
2033-02-22,Tablet,Books,13,1276,South
2033-02-23,Tablet,Fashion,19,6760,North
2033-02-24,Laptop,Electronics,6,3687,North
2033-02-25,Tablet,Fashion,8,4169,North
2033-02-26,Laptop,Home,13,3163,East
2033-02-27,Phone,Home,10,4525,South
2033-02-28,Headphones,Home,10,9019,East
2033-03-01,Phone,Home,12,6319,East
2033-03-02,TV,Home,2,5188,North
2033-03-03,Tablet,Fashion,14,9394,South
2033-03-04,TV,Books,9,3186,East
2033-03-05,Laptop,Home,1,5096,North
2033-03-06,Laptop,Fashion,1,6214,East
2033-03-07,Laptop,Books,11,4405,North
2033-03-08,Laptop,Fashion,11,6992,East
2033-03-09,Tablet,Fashion,19,8362,North
2033-03-10,Laptop,Fashion,19,7898,East
2033-03-11,TV,Books,19,6034,North
2033-03-12,Laptop,Books,15,7710,West
2033-03-13,Laptop,Books,1,4831,South
2033-03-14,Laptop,Fashion,4,2277,West
2033-03-15,TV,Home,13,1342,East
2033-03-16,Headphones,Fashion,18,8426,East
2033-03-17,Phone,Fashion,3,9070,North
2033-03-18,TV,Books,12,8953,South
2033-03-19,Laptop,Electronics,11,7010,East
2033-03-20,Laptop,Books,12,6588,North
2033-03-21,Headphones,Books,17,5111,North
2033-03-22,Laptop,Electronics,11,1536,East
2033-03-23,Laptop,Fashion,5,3535,North
2033-03-24,Laptop,Books,10,9807,West
2033-03-25,Headphones,Electronics,14,1157,South
2033-03-26,TV,Electronics,8,3539,South
2033-03-27,Laptop,Electronics,9,3836,North
2033-03-28,Tablet,Fashion,10,9849,East
2033-03-29,Tablet,Home,16,1304,North
2033-03-30,Laptop,Electronics,14,9286,North
2033-03-31,Laptop,Books,2,3153,East
2033-04-01,Headphones,Home,2,1673,West
2033-04-02,Headphones,Home,8,5876,West
2033-04-03,Headphones,Home,17,9255,East
2033-04-04,Headphones,Home,6,456,South
2033-04-05,Phone,Home,18,5952,East
2033-04-06,Headphones,Fashion,15,9707,North
2033-04-07,Phone,Home,14,4233,East
2033-04-08,Laptop,Books,7,2420,South
2033-04-09,Tablet,Home,6,5216,East
2033-04-10,TV,Home,2,666,North
2033-04-11,Headphones,Electronics,16,9635,West
2033-04-12,TV,Books,9,3887,West
2033-04-13,Laptop,Electronics,15,7930,South
2033-04-14,TV,Electronics,14,3031,West
2033-04-15,TV,Home,19,7456,South
2033-04-16,Phone,Home,12,7161,North
2033-04-17,Tablet,Electronics,3,2335,South
2033-04-18,Headphones,Fashion,15,8320,East
2033-04-19,Laptop,Books,15,674,South
2033-04-20,Laptop,Home,9,896,South
2033-04-21,Tablet,Electronics,7,2747,East
2033-04-22,Laptop,Home,15,2496,South
2033-04-23,Laptop,Home,10,4465,East
2033-04-24,Phone,Electronics,15,8977,East
2033-04-25,TV,Fashion,18,2952,East
2033-04-26,Headphones,Fashion,13,6473,East
2033-04-27,Headphones,Fashion,11,522,East
2033-04-28,Laptop,Fashion,9,9593,South
2033-04-29,Headphones,Electronics,13,4788,North
2033-04-30,Tablet,Fashion,2,9010,North
2033-05-01,Tablet,Books,1,401,West
2033-05-02,Headphones,Home,7,7545,South
2033-05-03,Tablet,Fashion,4,2232,East
2033-05-04,Laptop,Fashion,10,7445,North
2033-05-05,Tablet,Home,15,7009,North
2033-05-06,Headphones,Electronics,5,7469,West
2033-05-07,Tablet,Electronics,16,4614,South
2033-05-08,Tablet,Books,19,8719,East
2033-05-09,Phone,Electronics,3,4688,North
2033-05-10,Laptop,Books,10,780,South
2033-05-11,Headphones,Fashion,4,6267,South
2033-05-12,Tablet,Books,14,7731,South
2033-05-13,Laptop,Fashion,2,9559,West
2033-05-14,Laptop,Home,1,2626,East
2033-05-15,TV,Electronics,15,4646,North
2033-05-16,TV,Books,16,7461,South
2033-05-17,TV,Fashion,17,4163,South
2033-05-18,Tablet,Home,6,9272,West
2033-05-19,TV,Fashion,8,2744,West
2033-05-20,Phone,Books,12,315,South
2033-05-21,Tablet,Fashion,10,1499,North
2033-05-22,TV,Books,17,1194,East
2033-05-23,Tablet,Home,1,5242,North
2033-05-24,Phone,Fashion,16,2516,East
2033-05-25,Phone,Electronics,19,5359,North
2033-05-26,Laptop,Electronics,6,7829,East
2033-05-27,Phone,Home,1,3281,South
2033-05-28,Phone,Books,10,8961,West
2033-05-29,Laptop,Fashion,17,5868,East
2033-05-30,TV,Home,5,8747,East
2033-05-31,Headphones,Fashion,7,4587,South
2033-06-01,Phone,Electronics,9,5993,South
2033-06-02,Phone,Home,9,4157,South
2033-06-03,TV,Books,11,630,North
2033-06-04,Phone,Books,15,4144,East
2033-06-05,Headphones,Books,5,4481,South
2033-06-06,Headphones,Books,17,1495,West
2033-06-07,Tablet,Books,7,1439,North
2033-06-08,Laptop,Books,7,9668,North
2033-06-09,Tablet,Fashion,11,5356,North
2033-06-10,Tablet,Fashion,12,6863,North
2033-06-11,Laptop,Electronics,14,3230,West
2033-06-12,Tablet,Fashion,3,9873,South
2033-06-13,Tablet,Books,15,9743,South
2033-06-14,TV,Books,12,9990,South
2033-06-15,Phone,Home,15,3838,West
2033-06-16,TV,Home,7,2492,East
2033-06-17,Phone,Home,14,2019,North
2033-06-18,Tablet,Books,1,112,North
2033-06-19,Headphones,Electronics,2,8701,South
2033-06-20,Tablet,Fashion,5,4197,North
2033-06-21,Phone,Electronics,16,1038,North
2033-06-22,Headphones,Books,11,5111,West
